Latitude,Longitude,Elevation,SaddleLatitude,SaddleLongitude,Prominence
-24.9517,148.1192,4097,-26.225,150.4267,2966
-24.9567,151.4942,1922,-24.8775,151.5675,535
-24.9575,116.6425,2421,-24.94,116.8025,1089
-24.9592,149.0183,1899,-24.9258,149.0408,541
-24.9608,128.3767,2769,-25.0958,128.5267,735
-24.965,148.7158,1624,-24.9833,148.7483,706
-24.965,148.2383,3103,-24.9658,148.2167,581
-24.975,148.8408,1978,-25.035,148.8208,545
-24.98,117.8092,2322,-24.9,117.785,774
-24.9842,128.9517,3057,-25.0008,128.9542,699
-24.985,129.3483,2988,-24.9858,129.3317,518
-24.9883,120.3983,2752,-24.98,120.4508,535
-24.9917,128.9883,3425,-25.5975,130.0475,1145
-24.9933,120.49,2982,-24.0808,119.6742,1017
-24.9942,128.1592,2542,-24.9175,128.0858,587
-25.0133,148.0933,3763,-25.0058,148.0875,502
-25.0142,120.545,2687,-25.0333,120.5533,604
-25.0142,150.2833,1755,-24.9675,150.3267,670
-25.0167,151.5942,1469,-25.0283,151.5767,525
-25.0175,149.1683,2395,-25.1175,149.1417,798
-25.0233,128.9675,3379,-25.0183,128.9758,555
-25.0325,149.3375,2135,-25.055,149.26,538
-25.0342,148.0275,3750,-24.9992,148.0467,640
-25.0392,148.11,3717,-25.0158,148.1017,620
-25.04,151.68,1607,-25.065,151.6717,607
-25.0408,151.7767,1358,-25.0767,151.785,676
-25.0467,129.4125,3113,-25.0875,129.4608,856
-25.0525,149.965,1400,-25.1125,149.9733,528
-25.0533,147.3633,2732,-25.0592,147.3717,567
-25.0558,148.5208,1738,-25.0867,148.4833,607
-25.0575,148.0442,3526,-25.0467,148.0467,885
-25.0658,120.6725,2870,-25.0717,120.6842,541
-25.0658,132.0958,2427,-25.02,132.0758,666
-25.0667,147.0208,2444,-24.8333,146.8875,538
-25.0825,150.4042,1830,-25.0617,150.4358,620
-25.0858,120.6917,2933,-25.2375,120.6075,867
-25.0867,129.5783,2952,-25.1117,129.5692,662
-25.0917,151.735,1453,-25.0975,151.7383,505
-25.0925,120.6808,2841,-25.0942,120.69,558
-25.0992,132.5708,2273,-25.0625,132.52,544
-25.1092,118.2475,2027,-25.1717,118.2917,499
-25.1175,151.7042,2290,-25.1625,151.6967,742
-25.1175,149.0808,2342,-25.1517,149.0708,702
-25.1183,151.1608,1325,-25.0733,151.1733,541
-25.1208,147.44,3152,-25.1458,147.5458,728
-25.1217,120.7383,2755,-25.1117,120.7075,646
-25.1325,151.8233,1601,-25.1542,151.8108,666
-25.1483,129.7,3038,-25.2242,129.2992,722
-25.1533,148.5083,2375,-25.1575,148.4575,673
-25.1608,147.4908,3116,-25.1383,147.4633,594
-25.1683,116.4733,1781,-25.2092,116.4408,610
-25.1683,151.695,2198,-25.1833,151.6942,611
-25.17,153.2133,839,-26,154,839
-25.17,115.9942,1578,-25.1483,116.0533,653
-25.1742,149.8783,1719,-25.0017,149.6767,584
-25.175,151.8033,1965,-25.1642,151.7992,752
-25.1875,148.2933,3382,-25.1492,148.2758,728
-25.1917,149.0383,2395,-25.1683,149.0325,666
-25.1917,151.6883,2385,-25.1133,151.615,1582
-25.195,151.7617,1384,-25.1675,151.7525,718
-25.2158,151.7083,1751,-25.2092,151.695,967
-25.2217,150.2217,1272,-25.2183,150.2358,597
-25.2225,148.9758,2493,-25.28,148.9517,656
-25.2233,118.3183,2296,-25.2592,118.3233,646
-25.2283,150.1075,1400,-25.2033,150.0558,564
-25.2533,149.0342,2178,-25.2442,149.0183,518
-25.26,120.7225,2683,-25.1567,120.7467,574
-25.27,151.8133,997,-25.2842,151.7825,515
-25.2783,150.1542,1318,-25.2492,150.1342,626
-25.2858,147.91,3208,-25.265,147.925,961
-25.2867,151.905,944,-25.2875,151.8633,518
-25.295,130.735,3425,-25.3217,130.7017,1516
-25.2975,130.7842,2693,-25.2975,130.7808,499
-25.3008,130.7758,2831,-25.3067,130.7642,663
-25.3025,147.83,2903,-25.2833,147.8442,666
-25.3033,148.7733,2073,-25.3,148.7633,591
-25.3033,130.7383,3415,-25.2992,130.7375,512
-25.3033,151.6883,1250,-25.2658,151.6842,555
-25.3075,130.76,2847,-25.3125,130.7567,643
-25.3142,148.9308,2536,-25.465,148.855,1204
-25.3167,151.2892,1538,-25.2725,151.4275,551
-25.345,131.0317,2811,-25.3608,131.0408,1096
-25.3675,147.5975,2736,-25.3467,147.5933,548
-25.3767,130.1,2680,-25.3875,130.08,492
-25.3817,151.6433,984,-25.4117,151.5875,499
-25.4042,148.7275,2267,-25.2983,148.6767,588
-25.4167,151.8267,1177,-25.5033,151.8233,498
-25.4283,152.1175,2171,-25.58,152.1575,1630
-25.43,130.1292,2923,-25.4967,130.0658,683
-25.4575,148.8767,1925,-25.4717,148.8925,531
-25.4767,148.9083,1958,-25.4692,148.9275,531
-25.4842,152.2733,1220,-25.4908,152.2383,548
-25.4933,148.8775,2007,-25.4792,148.8825,623
-25.4942,131.895,2828,-25.5575,131.8283,1086
-25.4967,130.2258,2975,-25.5108,130.2075,748
-25.4975,130.18,3280,-25.5033,130.18,964
-25.4992,151.9533,1446,-25.5208,151.9483,580
-25.5208,152.2125,1289,-25.5067,152.1483,696
-25.5225,151.97,1400,-25.5292,151.9608,613
-25.5275,151.8967,1820,-25.5583,151.895,823
-25.5333,130.1908,3349,-25.5617,130.1908,1076
-25.5567,148.8525,2089,-25.5483,148.6625,502
-25.5583,151.9383,1568,-25.5658,151.9225,660
-25.575,152.3758,935,-25.5792,152.3492,525
-25.585,130.4308,3300,-25.6442,130.3892,1086
-25.595,130.4008,2982,-25.5883,130.4125,663
-25.6033,151.5408,1187,-25.5958,151.5325,521
-25.6258,152.055,2322,-25.8492,152.0292,1315
-25.6342,118.2717,2234,-25.5967,118.2933,574
-25.635,130.24,3602,-26.0175,130.8492,1345
-25.64,118.3892,2454,-25.5442,118.5908,617
-25.6433,151.8575,1807,-25.6008,151.8708,902
-25.655,152.0367,2106,-25.6225,152.0408,542
-25.6708,130.2283,2929,-25.6575,130.2342,525
-25.6767,151.95,1801,-25.6942,151.9517,565
-25.685,152.0958,1351,-25.6767,152.0825,646
-25.6883,116.2267,1617,-25.6775,116.2258,499
-25.6917,151.4533,1299,-25.7808,151.4733,492
-25.6925,152.4617,820,-25.6883,152.4425,502
-25.6992,151.8767,1279,-25.7017,151.8967,574
-25.7083,128.4292,2460,-25.5567,128.4358,528
-25.7125,116.1883,1676,-25.6808,116.1817,545
-25.7158,130.8425,2851,-25.7233,130.8275,732
-25.7317,150.7725,1581,-25.7017,150.7733,574
-25.7358,152.0925,1476,-25.7425,152.0842,587
-25.7467,148.2942,2946,-25.8108,148.2617,942
-25.7475,128.8158,2562,-25.7008,128.8158,522
-25.7708,152.1942,1387,-25.8167,152.1625,702
-25.7725,130.6392,3067,-25.7058,130.2942,787
-25.7758,130.5792,2969,-25.7925,130.6267,574
-25.7808,152.0467,2267,-25.7633,151.9975,1004
-25.7817,128.5792,2709,-25.7592,128.5858,718
-25.7942,130.6492,2985,-25.7775,130.6375,561
-25.7967,117.3442,2139,-25.7583,117.3683,814
-25.8008,151.9867,1725,-25.775,151.99,492
-25.8058,152.1808,1272,-25.7775,152.1858,524
-25.8083,152.5758,1591,-25.8725,152.6083,1313
-25.8158,131.4017,2654,-25.8333,131.4192,515
-25.83,152.3517,1942,-25.6775,152.3125,1578
-25.8417,129.4908,2903,-25.8458,129.5008,591
-25.8433,129.5575,3261,-25.8492,129.5433,958
-25.8458,129.52,3211,-25.8558,129.525,695
-25.8475,128.9542,2860,-25.8767,129.015,735
-25.8517,152.5975,872,-25.8475,152.585,558
-25.8592,152.19,1879,-25.8617,152.1817,741
-25.8633,148.3625,3103,-25.5125,148.3475,1348
-25.865,152.1367,2411,-26.0817,152.1217,1513
-25.865,131.4483,2841,-25.8933,131.4342,716
-25.87,152.2183,1213,-25.8883,152.2108,525
-25.8758,130.7392,2988,-25.8133,130.66,636
-25.88,152.1625,2260,-25.8842,152.1458,509
-25.905,131.44,2631,-25.95,131.4375,506
-25.9133,128.3775,2368,-25.955,128.4383,544
-25.9142,152.2983,1131,-25.915,152.2875,567
-25.9167,148.2983,2841,-25.8767,148.2725,565
-25.9192,129.325,3077,-25.9242,129.36,637
-25.9225,141.2958,938,-25.8658,141.5825,515
-25.9233,129.6008,2883,-25.9317,129.6017,498
-25.925,130.8592,2782,-25.89,130.7583,512
-25.9267,130.7008,2765,-25.9033,130.7092,518
-25.9283,117.3708,1843,-26.0183,117.3483,525
-25.9292,129.4908,3484,-25.935,129.4492,955
-25.9375,150.4325,1797,-25.9342,150.3517,498
-25.9383,129.4358,3694,-25.9733,129.5642,1326
-25.9417,130.0392,3120,-25.9967,130.0158,516
-25.9425,131.0492,3067,-25.9642,131.0592,600
-25.9442,152.2317,1673,-25.9492,152.2133,689
-25.9458,129.3933,3215,-25.9567,129.4042,870
-25.955,152.575,1167,-25.9817,152.6275,803
-25.9583,131.6467,3005,-25.9867,131.6617,627
-25.9633,129.37,3093,-25.9558,129.3717,623
-25.9675,152.39,905,-25.9867,152.36,538
-25.9692,129.515,2962,-25.9717,129.5208,548
-25.9742,131.0783,3366,-25.9858,131.0775,614
-25.9767,152.2,1706,-25.9575,152.2033,703
-25.98,113.1067,616,-27,113,616
-25.9858,152.6408,954,-26.0025,152.6483,561
-25.9867,129.6833,3838,-26.0342,129.8458,1207
-25.9867,129.5467,3277,-25.965,129.51,902
-25.9875,129.9558,3231,-25.9992,129.9817,686
-25.9892,129.5883,3435,-25.9833,129.6258,1044
-25.9908,129.53,2988,-25.9858,129.5358,564
-25.995,131.0733,3543,-26.0242,131.06,1050
-25.9967,132.1475,2782,-26.04,132.1658,552
-25.9975,153.1158,826,-26.01,153.035,748
-25.9992,128.5967,3192,-25.945,128.6942,1191
-26,151.3358,1847,-26.1283,151.2475,588
-26,130.1008,4153,-25.7275,129.94,1906
-26.0017,128.1183,2326,-26.005,128.1392,575
-26.005,128.1858,2381,-26.0158,128.2183,587
-26.0092,129.9042,3198,-26.0333,129.905,505
-26.0125,152.3425,1574,-26.0142,152.28,968
-26.0142,150.3542,1824,-26.3142,150.1617,640
-26.0167,152.2417,1607,-26.0108,152.2308,564
-26.0233,129.5467,2959,-26.0033,129.5533,601
-26.0258,130.0258,3156,-26.04,130.0292,542
-26.0275,129.7492,3385,-26.0125,129.745,669
-26.0283,129.8667,3362,-26.0333,129.8892,675
-26.03,132.4308,2700,-26.0575,132.4383,542
-26.0308,152.5475,761,-25.9917,152.5658,542
-26.0383,130.2567,3720,-26.0517,130.2533,522
-26.0383,129.7933,3458,-26.0042,129.7458,755
-26.0392,152.755,1105,-26.0642,152.7508,581
-26.0392,130.1133,3937,-26.0492,130.12,653
-26.0392,130.1475,3582,-26.0483,130.145,535
-26.04,132.2158,2847,-26.0433,132.2083,676
-26.0417,117.2592,2253,-26.0933,117.3283,882
-26.0425,131.6508,3398,-26.1008,131.64,948
-26.0442,130.9992,3467,-26.0592,131.01,843
-26.045,152.4367,1463,-26.0758,152.4292,1070
-26.05,130.2033,3330,-26.0542,130.1992,696
-26.0533,131.0308,3287,-26.0583,131.0308,564
-26.0583,129.1667,3005,-26.0633,129.1717,561
-26.0608,132.1492,2834,-26.0658,132.19,656
-26.0608,130.0675,4009,-26.0325,130.0992,1037
-26.0642,130.2367,4002,-26.0683,130.165,1266
-26.065,130.3267,2916,-26.0758,130.3217,581
-26.065,129.0508,2755,-26.0633,129.0833,502
-26.0683,152.7592,1272,-26.1117,152.7392,803
-26.0717,152.7442,1059,-26.0508,152.745,515
-26.0742,132.3383,2933,-26.1775,132.3025,765
-26.0767,130.1858,3914,-26.09,130.2033,814
-26.0767,128.775,2874,-26.07,128.815,552
-26.08,132.4517,2919,-26.1092,132.3992,816
-26.0808,132.0658,3310,-26.1025,132.0575,496
-26.0817,129.2992,3120,-26.0875,129.2967,581
-26.0858,151.0675,1893,-26.19,150.9075,614
-26.0875,130.2508,3818,-26.0725,130.2583,505
-26.0883,129.9217,3868,-26.0758,129.9717,949
-26.0892,130.2967,3828,-26.0875,130.285,561
-26.0942,132.2,2703,-26.1267,132.1775,525
-26.0942,132.0483,3346,-26.1183,132.0867,1129
-26.0942,128.8483,2946,-26.1033,128.865,542
-26.095,131.0283,3907,-26.1,131.0483,1194
-26.0983,152.2533,1322,-26.1075,152.25,515
-26.1,130.24,3766,-26.095,130.2475,581
-26.1042,129.3575,2965,-26.1158,129.3158,495
-26.1042,129.2392,3320,-26.0242,129.5842,1008
-26.105,152.795,941,-26.1192,152.8217,525
-26.105,152.4133,1181,-26.1075,152.4067,634
-26.1058,152.2417,1446,-26.1308,152.2508,679
-26.115,152.615,1089,-26.1233,152.6533,709
-26.115,130.3733,2949,-26.0933,130.3458,673
-26.1175,131.0683,4173,-26.1717,131.135,1887
-26.1175,130.2417,3648,-26.1133,130.24,499
-26.1217,132.1383,3024,-26.1325,132.1392,738
-26.1217,130.1142,3185,-26.1158,130.1158,521
-26.1233,130.8975,2982,-26.1342,130.8967,522
-26.1267,128.9308,3307,-26.0517,129.0075,1168
-26.1275,152.3558,1371,-26.1408,152.3608,541
-26.1275,130.2075,3543,-26.1225,130.2092,551
-26.1283,129.265,3211,-26.1167,129.2792,666
-26.1308,129.4583,2965,-26.1092,129.3817,544
-26.1317,150.7675,2086,-26.3267,151.1392,928
-26.1325,131.8067,3257,-26.1125,131.7675,971
-26.135,129.0158,2864,-26.1325,129.0058,561
-26.1375,132.2592,2700,-26.175,132.29,519
-26.1392,129.1592,3287,-26.1342,129.1917,1040
-26.1392,130.2633,3789,-26.1292,130.2533,650
-26.1417,130.8942,3415,-26.1567,130.8967,515
-26.1467,130.3383,2979,-26.1333,130.3367,584
-26.1483,129.5675,2896,-26.1325,129.575,541
-26.1517,132.2008,3257,-26.1517,132.1858,922
-26.155,128.6625,2851,-26.1767,128.7975,886
-26.1575,152.5167,1112,-26.2025,152.4858,676
-26.1592,152.33,2089,-26.2008,152.3217,761
-26.1592,131.0775,4058,-26.1433,131.0717,847
-26.1608,131.1142,3248,-26.1683,131.0858,637
-26.1625,151.9742,1952,-26.2258,151.9992,827
-26.1633,132.1633,3654,-26.1775,132.14,1279
-26.165,132.0942,3789,-26.2392,132.0483,1237
-26.1658,152.3958,1673,-26.1733,152.365,784
-26.1658,132.0417,3231,-26.17,132.0608,653
-26.1742,116.9758,1774,-26.1492,117.065,502
-26.175,152.46,1476,-26.1792,152.4242,1020
-26.1758,127.9542,2267,-26.1808,127.9792,502
-26.1767,130.8883,3736,-26.1525,130.9967,1282
-26.1775,130.4433,2650,-26.1683,130.4117,538
-26.1825,152.9208,902,-26.1942,152.9317,571
-26.1858,130.9067,3582,-26.1858,130.9,856
-26.1867,128.9525,2877,-26.1583,128.9542,722
-26.1875,152.8583,1250,-26.22,152.8392,798
-26.19,129.0883,2683,-26.1783,129.0358,607
-26.1917,130.8842,3599,-26.1867,130.8875,581
-26.1925,131.4142,3343,-26.2017,131.4125,538
-26.1925,129.8025,3024,-26.1942,129.8233,666
-26.1942,132.2633,2795,-26.2067,132.2558,584
-26.1942,131.2225,3540,-26.2,131.2733,1168
-26.1942,128.9167,2700,-26.185,128.93,515
-26.1958,129.32,3267,-26.1958,129.275,922
-26.1975,132.1075,3736,-26.18,132.0825,705
-26.2,129.7842,2965,-26.19,129.785,508
-26.2,130.7233,2972,-26.1883,130.7367,728
-26.2,130.845,3694,-26.1825,130.875,1034
-26.2008,131.7308,3418,-26.2225,131.6667,1007
-26.2008,130.5717,2637,-26.2058,130.595,538
-26.2042,130.8092,3051,-26.1992,130.8167,607
-26.205,132.18,3362,-26.2242,132.17,1027
-26.2083,152.8125,1141,-26.2158,152.8175,538
-26.2092,129.2158,3385,-26.21,129.2442,505
-26.21,132.005,3428,-26.2258,132.0075,1184
-26.2125,131.8833,3776,-26.2258,131.8775,1060
-26.2142,129.2575,3428,-26.1592,129.2858,1165
-26.2158,128.7917,2818,-26.2017,128.7317,742
-26.2158,131.2483,3166,-26.1925,131.2433,630
-26.2175,131.4733,4133,-26.2233,131.5058,1650
-26.2208,128.8925,2706,-26.2317,128.9583,502
-26.2242,131.0267,3589,-26.1942,130.9408,1119
-26.225,131.54,3723,-26.2375,131.5458,1053
-26.225,131.0008,3120,-26.2325,130.9908,506
-26.225,130.6108,2752,-26.215,130.61,640
-26.2258,127.465,2303,-25.8475,127.6192,571
-26.2342,152.575,1318,-26.2517,152.5367,603
-26.235,130.9158,2933,-26.225,130.9142,502
-26.2358,130.875,3218,-26.2192,130.8658,659
-26.2408,152.48,1889,-26.2758,152.4575,1263
-26.245,130.7742,2782,-26.24,130.7833,538
-26.245,131.2408,3120,-26.225,131.2517,552
-26.2458,131.0842,2923,-26.2425,131.0625,588
-26.2458,132.1475,2910,-26.2192,132.1358,565
-26.2467,131.1667,3421,-26.2208,131.155,990
-26.2475,130.9708,3392,-26.2325,131.0117,817
-26.25,131.9525,3553,-26.2658,131.9608,552
-26.2517,152.8167,1643,-26.3583,152.9183,1292
-26.2567,131.2825,3461,-26.255,131.2967,584
-26.2575,131.3142,3684,-26.2358,131.3483,1188
-26.2608,130.0833,3067,-26.2592,130.0708,607
-26.2625,152.5642,1400,-26.27,152.55,518
-26.27,131.3867,3431,-26.2742,131.3958,728
-26.27,131.4125,3602,-26.235,131.3875,1057
-26.2708,131.2267,2919,-26.2433,131.1867,587
-26.2733,152.3142,2375,-26.345,152.405,696
-26.2733,129.225,2506,-26.2775,129.2367,495
-26.275,132.24,3093,-26.32,132.2642,698
-26.2783,131.36,3661,-26.2408,131.3667,1142
-26.2792,131.87,4078,-26.3192,131.8983,1477
-26.2792,132.0783,3497,-26.2542,132.0708,971
-26.2808,152.5375,2037,-26.3042,152.5317,1234
-26.2808,129.8742,3133,-26.2992,129.8758,574
-26.2817,131.9967,4160,-26.3183,131.8175,1657
-26.2867,131.945,3815,-26.2842,131.9625,669
-26.2875,132.175,3267,-26.2933,132.1658,633
-26.2883,152.51,1919,-26.345,152.4942,1083
-26.2917,131.5108,4081,-26.3125,131.6583,1388
-26.2917,129.9158,3070,-26.3008,129.91,515
-26.2983,130.0483,3146,-26.2675,129.97,712
-26.3,132.1633,3356,-26.31,132.1917,1011
-26.305,131.6008,4041,-26.2942,131.575,656
-26.305,129.8575,3451,-26.155,129.87,1106
-26.3067,130.96,2949,-26.3092,130.9258,571
-26.3083,152.595,1338,-26.3175,152.5958,594
-26.3183,152.855,1079,-26.3133,152.8492,505
-26.3183,132.2792,3064,-26.2842,132.2533,633
-26.3192,130.9083,3018,-26.2825,130.97,692
-26.32,131.8733,3845,-26.325,131.8658,594
-26.3217,131.7833,4288,-26.3225,131.7725,604
-26.3225,132.0192,2969,-26.3058,132.0208,614
-26.3233,152.6283,1440,-26.34,152.5467,725
-26.3242,127.9225,2253,-26.3367,127.98,544
-26.3292,131.9117,3523,-26.3067,131.9217,728
-26.3358,131.8642,3973,-26.3117,131.8675,985
-26.34,132.16,3618,-26.2592,132.1658,1322
-26.3425,132.0067,2608,-26.3367,132.005,512
-26.3433,152.4592,2030,-26.3333,152.4475,495
-26.3442,152.595,1407,-26.3358,152.6117,558
-26.3442,130.8317,3366,-26.325,130.8242,1172
-26.3458,131.7008,4143,-26.335,131.74,820
-26.3508,148.97,2093,-26.3942,148.9325,552
-26.3508,132.1292,3615,-26.3442,132.1342,584
-26.3517,130.945,2910,-26.3383,130.94,558
-26.3625,129.9658,3379,-26.3167,129.93,843
-26.3633,131.8975,3628,-26.3433,131.8875,1125
-26.3692,132.2458,2723,-26.35,132.2342,512
-26.3717,152.8383,1371,-26.3833,152.845,909
-26.3775,142.7575,1145,-26.8742,143.2242,607
-26.3775,131.7658,3517,-26.3592,131.7908,673
-26.3842,131.9108,3333,-26.3733,131.9033,650
-26.3858,131.86,3425,-26.3725,131.8717,742
-26.3983,152.3817,2253,-26.425,152.3867,515
-26.3992,152.5992,1384,-26.3867,152.555,682
-26.4,132.1242,2749,-26.3892,132.1225,624
-26.4008,128.4292,2335,-26.0667,128.3533,508
-26.4017,131.6642,2890,-26.3817,131.6592,738
-26.4117,131.0717,2893,-26.3767,131.0475,659
-26.4117,148.9092,2099,-26.1317,148.775,741
-26.4192,152.7967,1118,-26.4858,152.88,639
-26.4233,131.7617,3477,-26.3975,131.7683,1371
-26.4258,132.0158,2713,-26.4375,132.0042,647
-26.4267,131.8467,2795,-26.395,131.8383,594
-26.4317,152.9525,1341,-26.4392,152.925,958
-26.4342,131.8967,2618,-26.4167,131.8983,568
-26.4342,132.1083,2634,-26.4158,132.1233,541
-26.4475,152.5758,1870,-26.4692,152.5275,1096
-26.4483,152.6367,1299,-26.4467,152.625,699
-26.4533,132.0008,2732,-26.3875,131.9908,708
-26.455,132.0142,2650,-26.4475,132.0083,534
-26.4633,152.3633,2375,-26.6292,152.4042,666
-26.465,131.0367,2742,-26.42,131.0225,574
-26.47,128.6742,2109,-26.455,128.69,502
-26.4825,152.9108,1289,-26.5075,152.9117,1004
-26.4942,130.4433,2670,-26.51,130.4392,574
-26.4975,152.8917,1318,-26.5767,152.8758,495
-26.4983,152.5517,1702,-26.4967,152.5242,1017
-26.5075,152.6692,1489,-26.5375,152.6567,689
-26.5117,152.2075,2450,-26.4667,152.3042,741
-26.5142,152.2442,2368,-26.5025,152.2208,597
-26.5175,152.7542,1046,-26.525,152.7725,597
-26.5183,130.32,3080,-26.4325,130.1817,899
-26.5208,152.5167,1627,-26.525,152.5075,761
-26.5358,152.585,2034,-26.5525,152.5967,568
-26.5358,152.7275,1745,-26.5458,152.7125,961
-26.5408,131.0833,2965,-26.5058,131.08,892
-26.5517,152.9942,1010,-26.4933,152.9783,879
-26.5558,152.71,1479,-26.5642,152.7025,613
-26.5558,130.78,2467,-26.525,130.7908,529
-26.56,130.4842,3471,-26.5525,130.4108,1365
-26.5617,153.0842,646,-26.5108,153.0842,614
-26.5783,152.6042,2066,-26.5842,152.5792,951
-26.58,152.5883,1640,-26.5842,152.5958,509
-26.5867,152.6525,1715,-26.5867,152.6433,518
-26.6017,131.0958,2519,-26.57,131.095,561
-26.6125,152.82,1591,-26.6175,152.8267,499
-26.6308,152.7375,1528,-26.6383,152.7375,738
-26.6483,152.2092,1686,-26.6225,152.2117,496
-26.6483,130.8183,2716,-26.5808,130.7992,846
-26.6625,131.235,2427,-26.6617,131.2542,521
-26.6875,152.3458,2398,-26.5967,152.3425,863
-26.6908,152.7342,2158,-26.6842,152.7708,735
-26.7325,152.585,2880,-26.7042,152.0192,1588
-26.7433,130.1567,2519,-26.6617,130.1292,531
-26.7667,151.52,3143,-26.775,151.5175,598
-26.8217,152.9233,1318,-26.8075,152.9292,548
-26.8308,151.5492,3766,-27.7667,152.0358,1946
-26.8325,152.6017,1545,-26.8242,152.6017,624
-26.845,152.6733,2240,-26.7608,152.6292,630
-26.8608,152.4392,1502,-26.8483,152.445,528
-26.8617,128.9667,2142,-26.8108,128.9842,509
-26.8667,152.9317,715,-26.865,152.9258,551
-26.8742,152.3542,1174,-26.8683,152.3592,495
-26.8833,152.7417,1496,-26.8758,152.765,548
-26.8842,115.8417,1545,-26.855,115.9,499
-26.8975,117.7158,2391,-26.9367,118.0483,820
-26.8975,152.8842,1653,-26.855,152.8758,1125
-26.8992,152.935,741,-26.9008,152.93,538
-26.8992,152.5958,1141,-26.8675,152.6033,636
-26.9058,113.7808,938,-26.935,113.7925,542
-26.9092,152.6367,1181,-26.8942,152.645,499
-26.9267,152.9475,1056,-26.9267,152.9392,892
-26.9558,152.9492,862,-26.9483,152.9258,705
-26.9625,152.91,1046,-26.9483,152.895,856
-26.9717,152.3925,1184,-26.9608,152.4192,614
-26.9875,152.7317,1683,-27.0217,152.7742,1008
-27,152.5217,1601,-27.0275,152.5083,581
-27.0067,152.6675,1827,-27.0467,152.6842,748
-27.0092,152.4217,1164,-27.0058,152.4242,587
-27.0108,152.7042,1227,-27.0233,152.7083,496
-27.0275,129.8833,2650,-26.91,130.0717,777
-27.0283,132.4817,2637,-26.9725,132.4417,804
-27.0533,132.3642,2306,-27.0408,132.3775,594
-27.0608,129.3367,2326,-27.0417,129.325,575
-27.0733,152.27,1745,-27.1208,152.2325,794
-27.0758,129.7008,2440,-27.0517,129.75,557
-27.0883,152.6625,2168,-27.1292,152.7308,1181
-27.0883,152.5275,2257,-26.9367,152.4892,1578
-27.095,132.3158,2375,-27.0033,132.2842,656
-27.1008,152.3058,1400,-27.1175,152.295,646
-27.11,152.6333,1630,-27.085,152.6408,515
-27.1133,132.5408,2194,-27.0783,132.5383,502
-27.12,152.5617,1282,-27.115,152.5717,905
-27.1233,132.4233,2427,-27.0967,132.4042,803
-27.1333,152.2792,1459,-27.1683,152.25,564
-27.1383,153.3975,879,-27.3525,153.2525,879
-27.1392,132.5867,2365,-27.12,132.5708,738
-27.1442,129.7008,2486,-27.1433,129.7125,603
-27.1483,133.4142,1827,-27.1,133.4025,581
-27.1508,132.4175,2168,-27.1383,132.4117,492
-27.1533,129.7375,2604,-27.13,129.7758,705
-27.17,132.3275,2211,-27.1383,132.3317,601
-27.2058,152.7033,2257,-27.2442,152.6908,830
-27.2183,152.5383,1003,-27.1933,152.5483,551
-27.2242,152.4525,1440,-27.2058,152.4275,1030
-27.2342,152.2142,1873,-27.245,152.1692,614
-27.2425,152.4342,1010,-27.2467,152.4333,531
-27.2625,152.6783,2188,-27.275,152.6908,640
-27.2958,152.7517,2555,-26.9542,152.8433,2076
-27.3025,152.8017,2211,-27.3033,152.7875,528
-27.32,152.875,944,-27.315,152.8575,636
-27.3233,152.8117,1505,-27.3175,152.8067,528
-27.3267,129.9617,2358,-27.2675,129.97,646
-27.3317,152.4125,1246,-27.3208,152.3783,597
-27.3458,141.08,902,-27.18,141.5567,561
-27.3542,152.8517,1230,-27.3525,152.835,525
-27.3958,152.6558,928,-27.38,152.6683,512
-27.4133,152.1617,2677,-27.2542,151.9208,670
-27.4292,152.96,931,-27.4342,152.9192,515
-27.445,152.7225,1164,-27.4417,152.7317,581
-27.4558,151.8492,2230,-27.465,151.855,508
-27.4867,153.4792,708,-27.4358,153.3917,708
-27.5025,152.5917,1145,-27.5658,152.5658,562
-27.5175,151.83,2139,-27.5175,151.8433,493
-27.5967,152.0292,1952,-27.6092,152.0125,499
-27.615,152.52,1286,-27.6433,152.4708,598
-27.62,153.2183,754,-27.5967,153.115,584
-27.6675,152.0133,2299,-27.6767,152.005,548
-27.7008,117.4183,2086,-27.7475,117.155,564
-27.7108,151.9858,2421,-27.4167,152.01,522
-27.7225,152.3933,1617,-27.7658,152.3958,778
-27.7292,152.8758,1204,-27.7333,152.865,643
-27.7392,152.2967,2185,-27.7567,152.2975,775
-27.7458,152.8617,1072,-27.7608,152.8392,511
-27.7458,151.7925,2185,-27.755,151.8058,496
-27.7517,152.1617,2293,-27.7683,152.1517,555
-27.76,152.7983,1384,-27.7767,152.8008,653
-27.7625,153.1658,813,-27.8392,153.1308,633
-27.7667,152.2325,1735,-27.7792,152.2292,545
-27.7875,152.5575,1453,-27.8642,152.5192,1001
-27.7925,152.8633,1233,-27.785,152.8392,659
-27.795,152.2142,2716,-27.81,152.2225,577
-27.7983,151.8567,2240,-27.8017,151.9033,505
-27.8042,152.3983,2191,-27.8383,152.3975,850
-27.8133,152.81,2168,-27.935,152.7075,1706
-27.8133,152.3142,2864,-27.8317,152.3158,1172
-27.8183,152.0875,2549,-27.8208,152.1008,676
-27.8192,152.2317,3038,-27.8483,152.2917,778
-27.8217,152.2583,2919,-27.8225,152.25,495
-27.8333,152.4317,1561,-27.8625,152.4258,754
-27.8342,117.1058,2099,-28.0608,118.0125,705
-27.8342,153.08,803,-27.8683,153.0625,541
-27.8625,152.205,2427,-27.885,152.225,597
