Latitude,Longitude,Elevation,SaddleLatitude,SaddleLongitude,Prominence
-17.6617,145.8083,2667,-17.7108,145.8108,1063
-17.6617,145.9958,1013,-17.6917,145.9875,567
-17.67,126.7267,2112,-17.6592,126.7125,780
-17.6858,145.8775,1568,-17.6717,145.8658,660
-17.6883,145.8442,1860,-17.6983,145.8275,738
-17.6883,128.2842,1305,-17.6625,128.2508,518
-17.6908,126.6467,2132,-17.7042,126.6592,650
-17.6925,145.7142,3080,-17.7392,145.71,649
-17.6958,145.9033,1377,-17.6883,145.8892,918
-17.6992,145.9767,1371,-17.6925,145.9517,1116
-17.7025,145.3608,3261,-17.6817,145.4283,788
-17.705,145.9308,1043,-17.6917,145.92,492
-17.7083,126.08,1263,-17.7267,126.1067,578
-17.7125,126.11,1541,-17.7175,126.12,587
-17.7133,127.1858,1896,-17.7025,127.19,522
-17.7225,126.6408,2171,-17.6358,126.6483,813
-17.7292,145.8175,2965,-17.7442,145.8192,931
-17.735,126.5975,1876,-17.73,126.6067,600
-17.7358,145.6775,3120,-17.7375,145.6825,493
-17.7433,145.855,2473,-17.755,145.85,725
-17.7517,145.77,2312,-17.7408,145.7575,528
-17.7517,128.1625,1820,-17.7392,128.1467,826
-17.7533,126.1617,1866,-17.8142,126.2675,738
-17.76,145.9142,1965,-17.77,145.91,824
-17.7642,126.1117,1430,-17.8217,126.2117,541
-17.7783,127.1642,1833,-17.7742,127.1775,518
-17.7792,145.7358,3169,-17.7033,145.6508,978
-17.7875,145.2483,2736,-17.8233,145.275,558
-17.7967,145.9892,1017,-17.7983,145.965,591
-17.8008,126.5058,1581,-17.79,126.4958,538
-17.8017,126.2608,1797,-17.7958,126.2275,584
-17.8158,145.8475,3490,-17.8175,145.8842,1056
-17.8192,145.9042,3789,-17.7442,145.7892,2287
-17.8225,145.6583,3215,-17.8417,145.6525,666
-17.8233,146.0692,918,-17.8292,146.0708,528
-17.8483,146.0842,1282,-17.885,146.0675,1122
-17.8658,146,1023,-17.8917,146.0183,666
-17.8942,145.8883,2253,-17.865,145.8858,846
-17.8983,145.6842,3471,-17.7808,145.5467,988
-17.8992,145.72,1473,-17.8983,145.7125,519
-17.9125,146.0392,1246,-17.8533,145.9858,1014
-17.9233,145.7442,1200,-17.9317,145.7267,905
-17.9258,145.8225,708,-17.8925,145.8108,590
-17.9283,128.1833,1807,-18.0558,128.045,535
-17.9325,145.5083,3018,-17.9267,145.5217,492
-17.9467,145.9742,2349,-17.9208,146.0075,2241
-17.9467,126.7875,1578,-17.8683,126.805,529
-17.9475,145.5833,3343,-17.9783,145.6008,594
-17.9508,146.1692,816,-17.5425,146.085,816
-17.99,143.8525,1748,-18.0408,143.8008,515
-18.0033,127.9975,2011,-18.1208,127.75,601
-18.0067,124.0617,1007,-18.015,124.0258,738
-18.0125,143.9158,1735,-18.02,143.9383,564
-18.0175,123.9258,938,-18.0075,123.9267,706
-18.0275,145.6183,3353,-17.9467,145.6642,749
-18.0292,124.0308,1125,-17.6567,124.5508,896
-18.0375,143.9917,1824,-18.0758,144.0317,568
-18.0375,145.7375,1525,-18.045,145.7375,574
-18.0633,145.7525,2063,-18.0675,145.7425,522
-18.0783,145.6417,3198,-18.0325,145.65,728
-18.0825,145.7308,2746,-18.0933,145.7225,568
-18.1025,128.225,1407,-18.0892,128.2358,525
-18.1033,145.6667,3307,-18.1,145.6967,1001
-18.11,145.7067,3349,-18.0908,145.6533,1059
-18.1208,126.89,2332,-17.8808,127.1583,938
-18.1267,126.375,1702,-18.1467,126.4117,577
-18.1275,145.5683,2946,-18.0733,145.5658,604
-18.14,145.7458,3028,-18.1475,145.7517,565
-18.1467,126.5183,1945,-18.1025,126.7633,591
-18.1517,126.32,1325,-18.13,126.3367,522
-18.1642,127.55,2257,-18.1408,127.5792,729
-18.165,146.1683,1328,-18.3008,146.2758,1328
-18.1725,145.8633,3005,-18.2025,145.8242,1086
-18.1733,145.7717,3467,-18.1542,145.6858,1378
-18.175,126.9967,2303,-18.2367,127.1617,1017
-18.1825,145.7083,3031,-18.1667,145.7192,853
-18.1825,127.79,1948,-18.1567,127.8042,498
-18.1858,145.7875,3179,-18.1792,145.78,689
-18.2017,146.2242,528,-18.215,146.225,492
-18.2258,126.3775,1574,-18.2,126.3908,590
-18.2467,146.2675,1026,-18.3125,146.2742,1000
-18.2567,145.9967,770,-18.275,146.0067,531
-18.2583,145.7708,3428,-18.2133,145.7867,981
-18.2592,128.0792,1574,-18.2925,128.0833,541
-18.2692,126.885,1870,-18.2692,126.9083,561
-18.27,144.2525,2027,-18.3017,144.2342,499
-18.2725,145.8525,2828,-18.2717,145.8208,755
-18.2733,146.1292,2349,-18.3508,146.225,1857
-18.2775,144.9425,3106,-18.2767,144.9375,518
-18.2817,146.145,1748,-18.2775,146.14,541
-18.2975,145.9117,3681,-18.3108,145.8675,1641
-18.2992,126.3292,1820,-18.4883,126.4833,971
-18.2992,145.9358,3553,-18.2992,145.925,663
-18.31,145.6858,2604,-18.2942,145.685,521
-18.3108,144.7383,3333,-17.8225,144.9108,1083
-18.3183,146.1975,2106,-18.2967,146.1592,1096
-18.35,145.8883,2148,-18.3417,145.9,547
-18.35,145.9933,2942,-18.3408,145.98,810
-18.3717,145.615,3018,-18.3208,145.4042,893
-18.3733,145.9383,3346,-18.3308,145.925,925
-18.375,146.2533,2969,-18.385,146.2667,732
-18.3842,145.7558,1066,-18.3792,145.7608,496
-18.3883,146.0117,2680,-18.39,146.03,587
-18.3917,145.905,2437,-18.3892,145.9067,535
-18.3967,146.2783,2923,-18.4008,146.2783,591
-18.3975,146.0467,3169,-18.3642,146.0208,1070
-18.4025,145.8658,2660,-18.3983,145.8908,820
-18.4033,145.7925,2103,-18.3875,145.8017,552
-18.4042,146.2758,2979,-18.4192,146.2942,932
-18.4042,145.8217,2227,-18.3908,145.8183,774
-18.4142,146.0983,1653,-18.4008,146.08,568
-18.4208,146.33,1414,-18.4242,146.325,676
-18.4208,146.0433,2992,-18.41,146.0442,545
-18.4292,146.295,3120,-18.3667,146.2525,1267
-18.43,146.1,1899,-18.4392,146.095,564
-18.4317,144.0592,2194,-18.4458,144.0592,738
-18.4383,145.9692,954,-18.4258,145.9742,708
-18.44,146.2058,784,-18.4417,146.2142,637
-18.4417,146.23,1532,-18.4467,146.2417,693
-18.4558,146.2925,2995,-18.4425,146.2942,1299
-18.4617,126.2867,1732,-18.3467,126.3542,774
-18.4658,146.2517,1587,-18.465,146.2642,954
-18.47,146.0208,1141,-18.4583,146.0192,932
-18.4742,144.11,2155,-18.4725,144.1225,653
-18.4758,146.1233,2772,-18.4917,146.1167,942
-18.4783,126.3633,1581,-18.4708,126.3125,499
-18.4942,144.3267,2460,-18.4992,144.3425,604
-18.51,145.9392,977,-18.5175,145.9267,646
-18.5158,146.1675,1725,-18.5175,146.1608,741
-18.5192,145.8267,1259,-18.5267,145.8192,551
-18.5333,146.1075,2834,-18.4192,146.0992,1824
-18.5358,145.9817,915,-18.5467,145.9608,745
-18.5367,145.9142,1902,-18.5725,145.895,1532
-18.5392,146.15,2076,-18.525,146.1442,1155
-18.5475,146.2158,967,-18.5392,146.1942,538
-18.5508,146.4967,892,-18.4833,146.4233,892
-18.575,146.1417,1217,-18.5675,146.1475,807
-18.5783,146.4908,587,-18.52,146.4167,587
-18.6017,145.88,1666,-18.6233,145.875,597
-18.6108,146.24,708,-18.6192,146.2333,682
-18.6208,137.5025,1423,-19.0242,137.4542,551
-18.65,125.0783,974,-18.6592,125.0683,492
-18.6567,124.9642,1023,-18.6617,124.9933,522
-18.6633,146.5542,951,-18.54,146.4492,951
-18.6708,146.5217,702,-18.5425,146.4308,702
-18.7042,146.5175,626,-18.6858,146.5217,571
-18.7108,145.8758,2673,-18.7225,145.8708,544
-18.74,146.6117,1804,-18.5908,146.4792,1804
-18.7467,146.1017,826,-18.7658,146.0825,594
-18.7525,125.0625,1102,-18.9308,125.3117,578
-18.7542,146.0608,1148,-18.7458,146.0325,542
-18.7617,146.65,1482,-18.7592,146.6425,741
-18.7658,145.99,2178,-18.7933,146.0083,1778
-18.7717,146.1517,715,-18.7708,146.1325,643
-18.7783,145.925,2181,-18.7883,145.9183,767
-18.8375,146.1242,902,-18.8417,146.11,650
-18.8725,146.1408,1745,-18.8775,146.1392,518
-18.8967,125.7883,1049,-18.9475,125.8308,498
-18.9117,144.3483,2480,-18.9225,144.3575,545
-18.9425,146.1892,3307,-18.9683,146.1758,739
-18.9683,144.3117,2791,-18.9967,144.3175,610
-19.0492,145.5525,2427,-19.0575,145.5625,626
-19.0542,146.3267,2660,-19.07,146.3058,554
-19.0542,146.0975,3385,-18.5375,145.6983,1269
-19.0625,144.1883,2854,-19.0675,144.225,637
-19.0708,145.5392,2450,-19.0117,145.4775,1000
-19.0758,143.9042,2864,-19.1175,143.96,499
-19.0842,146.2458,2568,-19.07,146.2725,744
-19.0858,146.4108,1722,-19.0942,146.405,833
-19.0983,144.2117,3005,-19.0983,144.27,778
-19.1125,145.7567,1948,-19.1042,145.7467,564
-19.1158,146.3758,3464,-19.0608,146.28,1637
-19.1167,146.3367,3277,-19.12,146.3508,531
-19.14,146.8292,1604,-19.1508,146.7833,1604
-19.1417,146.8533,1033,-19.1375,146.8467,610
-19.15,146.3558,3129,-19.1433,146.3617,564
-19.1617,146.2025,2480,-19.1708,146.2633,1089
-19.1675,145.8883,2093,-19.1975,145.9292,679
-19.1775,145.2575,2145,-19.1333,145.2075,584
-19.1842,146.44,1519,-19.185,146.43,516
-19.1908,128.835,2257,-22.495,128.0608,998
-19.1917,146.7408,669,-19.2358,146.7717,653
-19.2033,144.1508,2883,-19.22,144.1883,515
-19.2083,145.605,2004,-19.2383,145.615,495
-19.2142,144.0458,3100,-19.2992,144.0592,610
-19.2283,128.9175,2129,-19.2017,128.88,581
-19.2475,146.5217,1217,-19.2558,146.525,840
-19.2475,146.4175,2542,-19.235,146.4008,643
-19.2542,147.015,1574,-19.26,147.0217,649
-19.2558,147.03,1797,-19.3042,147.04,1778
-19.2583,146.8025,875,-19.27,146.7925,849
-19.2792,146.7425,610,-19.285,146.7442,565
-19.28,146.5625,1295,-19.28,146.545,1063
-19.2817,146.4675,2624,-19.2775,146.445,623
-19.2858,146.51,2316,-19.2842,146.5025,509
-19.29,146.4125,2765,-19.2617,146.4092,945
-19.31,144.5758,2791,-19.3217,144.5958,511
-19.3308,144.4467,2847,-19.3508,144.46,682
-19.34,145.5292,2526,-19.3933,145.5033,528
-19.3433,146.7808,1912,-19.4133,146.8608,1742
-19.35,146.6008,810,-19.3608,146.5942,587
-19.3558,146.9217,1020,-19.3583,146.885,866
-19.3592,144.2942,3202,-19.4392,144.2442,519
-19.3592,144.5117,2972,-19.4067,144.5183,604
-19.36,146.9858,757,-19.3675,146.9783,735
-19.3658,146.33,2237,-19.37,146.2833,594
-19.3725,144.4883,2906,-19.4092,144.4867,544
-19.3733,145.4858,2709,-19.49,145.3808,1151
-19.3775,146.3892,2358,-19.3075,146.4417,528
-19.3783,145.1083,2165,-19.3817,145.0733,512
-19.3833,146.9808,587,-19.3883,146.9783,519
-19.385,144.4342,2867,-19.3967,144.4308,568
-19.3875,146.2625,2237,-19.385,146.3033,804
-19.3975,146.3333,2568,-19.31,146.3325,1197
-19.4025,145.4667,2395,-19.3925,145.4742,719
-19.4042,146.3833,2034,-19.3883,146.3992,617
-19.4058,146.6367,2306,-19.4267,146.5842,1723
-19.4083,144.3992,3215,-19.4242,144.3975,719
-19.4092,146.8042,1062,-19.4025,146.8017,613
-19.4133,147.0117,2076,-19.4242,147.0167,512
-19.4183,146.9133,1384,-19.4442,146.9108,1142
-19.4283,147.0733,895,-19.4558,147.1092,873
-19.4333,146.6058,1630,-19.4267,146.6108,909
-19.4367,145.6075,1856,-19.4433,145.595,492
-19.4458,147.015,2847,-19.4658,146.9942,2267
-19.4592,146.695,1148,-19.45,146.6892,883
-19.4825,146.94,3120,-19.4917,146.9392,680
-19.4983,146.93,3425,-19.5017,146.9242,601
-19.5158,146.9233,3612,-19.4875,146.9492,1391
-19.52,144.5208,2903,-19.5067,144.505,594
-19.5308,146.14,1827,-19.4383,146.2083,502
-19.5458,146.5008,2076,-19.5283,146.5083,492
-19.5467,146.9217,2916,-19.5375,146.9267,495
-19.555,146.9858,3874,-19.5383,146.9917,1063
-19.555,146.5942,2450,-19.3542,146.4542,1223
-19.56,146.6633,1702,-19.56,146.6558,695
-19.5775,147.0542,816,-19.5608,147.0375,633
-19.6042,144.055,3520,-18.6683,144.6417,1746
-19.6058,146.6583,2267,-19.5683,146.6467,621
-19.615,146.6,1961,-19.6,146.6133,682
-19.6175,146.4183,1702,-19.6225,146.4233,502
-19.6292,146.3142,1656,-19.64,146.325,607
-19.63,146.7508,1965,-19.65,146.7442,535
-19.63,146.4275,1729,-19.6042,146.4067,607
-19.6317,147.0908,938,-19.6108,147.0742,788
-19.6408,147.0192,679,-19.6242,147.0042,529
-19.6558,146.6525,2001,-19.6217,146.6583,519
-19.6583,146.5558,2125,-19.55,146.5458,521
-19.6608,146.7833,1450,-19.6708,146.7817,893
-19.6617,147.3125,574,-19.6833,147.2917,492
-19.6758,146.7925,1295,-19.6783,146.7883,636
-19.6767,146.5942,1948,-19.6783,146.5567,623
-19.6792,146.7658,1348,-19.6842,146.7708,492
-19.6858,146.5392,1899,-19.6758,146.5875,492
-19.7092,146.8475,971,-19.7125,146.8383,548
-19.7133,146.7892,2168,-19.6408,146.7067,922
-19.7292,147.81,2365,-19.8275,147.8025,2352
-19.7425,146.73,1161,-19.75,146.6983,564
-19.7442,146.8592,1043,-19.7133,146.8575,660
-19.7458,147.4958,711,-19.7475,147.4858,675
-19.7675,146.74,1660,-19.7958,146.6358,683
-19.775,147.8092,2342,-19.755,147.8167,656
-19.7883,146.7783,1332,-19.7733,146.7567,647
-19.7917,146.9467,862,-19.8,146.945,659
-19.7917,146.4983,1581,-19.6933,146.51,555
-19.8183,147.3592,777,-19.8417,147.3658,508
-19.835,146.9017,1453,-19.85,146.8992,1040
-19.8408,146.9967,767,-19.8467,146.9842,538
-19.8642,146.9158,994,-19.8742,146.8833,581
-19.8767,146.73,1758,-19.9242,146.7608,774
-19.8892,147.305,1574,-19.8217,147.3833,1319
-19.8925,147.2667,1400,-19.8908,147.2908,984
-19.8983,148.035,912,-19.8892,148.0683,899
-19.9233,147.5492,1040,-19.97,147.5425,634
-19.9258,147.9508,675,-19.94,147.9733,662
-19.9375,147.2967,839,-19.9283,147.3017,515
-19.94,147.1708,1847,-19.9408,147.1283,1638
-19.9483,147.355,1476,-19.9183,147.3242,1145
-19.9542,146.9575,2011,-19.9642,146.9425,617
-19.9583,147.4517,1033,-19.8975,147.4892,686
-19.965,147.4167,1108,-19.9533,147.4292,794
-19.9658,147.0808,1407,-19.9608,147.0417,1040
-19.9667,147.5825,1354,-20.0025,147.5225,679
-19.9725,148.1158,994,-20.01,148.1025,873
-19.9842,146.9592,2093,-20.0842,146.9425,1116
-19.9875,148.4533,1666,-20.0017,148.4508,991
-19.9967,148.0442,2365,-20.0433,148.0383,2205
-19.9975,139.9058,1272,-19.9242,139.8683,561
-19.9983,147.5525,1348,-19.9817,147.58,656
-20.0058,146.9133,2017,-19.9792,146.9233,797
-20.0075,147.5075,1499,-20.0275,147.5692,971
-20.0208,148.4558,1784,-20.1392,148.6425,1784
-20.0233,146.9567,1656,-20.0133,146.9508,876
-20.0308,148.1,1305,-20.0067,148.0675,1017
-20.0433,147.9192,889,-20.05,147.9183,624
-20.0483,147.1083,1335,-20.0592,147.1,607
-20.0508,148.8917,826,-20.1483,148.8667,826
-20.0508,147.5775,1729,-20.0492,147.5033,1214
-20.0542,147.48,1095,-20.0758,147.4808,515
-20.0542,147.1333,1102,-20.06,147.1258,702
-20.0567,146.5608,1830,-19.9717,146.5392,859
-20.0608,147.0592,1850,-20.11,147.07,705
-20.0683,148.0358,803,-20.0808,148.0217,571
-20.07,147.9267,1036,-20.0783,147.9333,590
-20.0775,147.1233,1620,-20.0883,147.13,945
-20.08,148.4658,1250,-20.0975,148.5,1205
-20.08,148.9417,1177,-20.0833,148.9333,580
-20.0817,147.5183,1322,-20.06,147.52,889
-20.0842,147.4583,1732,-20.0925,147.6225,1395
-20.0842,147.8025,1194,-20.0875,147.7942,502
-20.085,148.5508,853,-20.0967,148.5383,598
-20.0883,147.4275,1414,-20.0942,147.4425,512
-20.0892,147.0225,1761,-20.1,147.0142,567
-20.0892,146.74,1679,-20.0675,146.7592,669
-20.0908,147.085,1574,-20.0975,147.0767,610
-20.0975,148.93,1443,-20.1675,148.8842,1443
-20.0975,147.3708,1299,-20.1342,147.3808,880
-20.0992,147.745,3412,-20.1158,147.7942,2799
-20.0992,147.9092,1482,-20.09,147.9333,981
-20.1058,147.7083,2585,-20.11,147.72,968
-20.1108,147.1458,1843,-20.0783,147.1142,1342
-20.1117,148.9125,1246,-20.1108,148.9192,558
-20.1142,147.1025,1207,-20.1133,147.0958,492
-20.1158,147.9608,1955,-20.1492,147.9208,1624
-20.1175,147.0317,1870,-20.1292,147.05,519
-20.1208,147.8208,1817,-20.1483,147.8383,1201
-20.1242,148.5217,1220,-20.17,148.5408,909
-20.1383,147.24,843,-20.1383,147.2175,594
-20.1392,147.1658,1181,-20.1617,147.14,584
-20.1458,147.3992,1095,-20.16,147.4142,636
-20.1467,148.0608,793,-20.1658,148.0642,544
-20.1508,147.8175,1407,-20.1333,147.8258,505
-20.1558,149.0408,643,-20.4775,149.165,643
-20.1558,147.1108,1811,-20.1508,147.1025,575
-20.1567,148.4483,1377,-20.1483,148.4717,1351
-20.1592,149.0283,629,-20.16,149.0383,505
-20.1592,148.9133,767,-20.1375,148.9225,554
-20.16,148.5367,1151,-20.1383,148.5342,823
-20.1617,148.0883,816,-20.1675,148.08,557
-20.1658,148.18,994,-20.1858,148.1842,765
-20.1733,148.2725,718,-20.1825,148.2692,564
-20.1742,147.8475,1207,-20.1833,147.8508,505
-20.1758,147.1292,1601,-20.1808,147.1017,512
-20.1817,147.425,1325,-20.2492,147.4292,948
-20.1867,145.47,3251,-20.1308,144.7933,939
-20.1917,148.6367,728,-20.2108,148.6392,591
-20.1933,147.0017,2201,-19.8842,146.6125,1257
-20.1942,145.53,2234,-20.1975,145.5192,525
-20.195,148.9667,1233,-20.21,148.9708,745
-20.2008,147.1392,1729,-20.2058,147.1283,502
-20.2025,147.1025,1856,-20.1883,147.0725,505
-20.2033,147.9192,2933,-20.2683,147.9258,2261
-20.2092,147.875,1981,-20.2192,147.8875,672
-20.2158,144.3583,3169,-20.1883,144.4008,492
-20.2175,148.3192,826,-20.2242,148.315,557
-20.2175,148.03,921,-20.2133,147.9875,492
-20.2283,147.8925,2175,-20.2358,147.9117,1496
-20.2292,139.845,1433,-20.3292,139.8267,505
-20.2325,148.8233,711,-20.24,148.8333,711
-20.2367,147.8717,1627,-20.2342,147.8817,797
-20.2383,148.2667,1610,-20.2542,148.2633,794
-20.2467,148.3125,1666,-20.2533,148.2967,587
-20.2467,148.185,1158,-20.25,148.2,801
-20.2467,139.8708,1476,-20.24,139.8592,607
-20.2483,148.5567,2608,-20.3108,148.5258,2517
-20.2492,146.9275,1906,-20.2542,146.945,650
-20.2492,148.98,1266,-20.2542,148.9667,614
-20.2525,148.7642,1174,-20.2808,148.7575,1079
-20.2542,147.1592,1919,-20.2117,147.1017,761
-20.2583,148.2767,1820,-20.2833,148.25,1397
-20.2583,148.6225,1952,-20.2383,148.6133,981
-20.2633,148.9175,669,-20.2558,148.8817,669
-20.2667,148.955,1341,-20.5192,149.1517,1341
-20.2667,148.7425,931,-20.2775,148.7433,659
-20.2725,148.3383,1286,-20.2792,148.3308,788
-20.2733,147.825,1538,-20.315,147.825,771
-20.2742,147.1267,1906,-20.2733,147.1483,519
-20.2758,148.8375,610,-20.3792,148.84,610
-20.28,148.7808,734,-20.2767,148.775,603
-20.2875,147.6483,1689,-20.2967,147.6467,649
-20.2908,147.5833,1325,-20.3008,147.5892,650
-20.2925,147.6125,1535,-20.2975,147.6183,791
-20.2942,147.7158,1427,-20.2983,147.6783,561
-20.295,149.0892,587,-20.5492,149.1883,587
-20.2983,147.5267,1207,-20.3042,147.5475,541
-20.3025,147.6283,1784,-20.3075,147.61,610
-20.3042,145.5525,2851,-20.3158,145.525,1073
-20.305,148.3233,2365,-20.31,148.3,1808
-20.305,149.0175,1099,-20.3033,148.9992,991
-20.3133,148.095,1174,-20.3233,148.0767,663
-20.3167,148.2625,1702,-20.3192,148.2458,1033
-20.3217,148.5633,974,-20.32,148.5983,784
-20.3283,147.37,971,-20.335,147.37,565
-20.33,147.5167,1391,-20.3308,147.5275,778
-20.3333,148.73,1525,-20.3267,148.745,735
-20.3342,145.525,2926,-20.2775,145.515,1371
-20.3417,146.1608,1886,-20.0733,145.9192,794
-20.3425,148.0958,1145,-20.3275,148.0975,545
-20.3433,148.3667,1797,-20.33,148.3508,1282
-20.345,146.7242,1525,-20.39,146.5842,551
-20.345,148.1883,2047,-20.3717,148.2525,1322
-20.3475,148.9325,495,-20.3167,148.8908,495
-20.3483,147.3925,1158,-20.3383,147.4608,752
-20.3483,148.9758,649,-20.3025,148.9133,649
-20.3492,148.83,866,-20.3608,148.8242,614
-20.3533,148.64,1108,-20.3542,148.6508,826
-20.3542,147.5992,1820,-20.315,147.7292,1072
-20.3558,148.1483,1440,-20.3658,148.1633,722
-20.3567,148.7333,895,-20.3508,148.7408,597
-20.3583,147.5325,1171,-20.355,147.5358,561
-20.3583,148.7933,1794,-20.3033,148.6617,1657
-20.3592,146.235,1751,-20.3042,146.1475,518
-20.36,148.7108,1653,-20.3383,148.69,912
-20.3642,147.6325,1404,-20.3483,147.6508,630
-20.3683,148.765,1056,-20.3658,148.7725,495
-20.3708,147.5258,1040,-20.3667,147.5317,542
-20.3733,148.8617,856,-20.3183,148.8483,856
-20.3742,147.6408,1351,-20.37,147.6342,574
-20.3758,148.6125,711,-20.3742,148.6217,646
-20.3767,145.0292,2801,-20.3708,144.975,610
-20.3783,147.2117,1827,-20.3367,147.1858,535
-20.38,147.6992,1154,-20.3692,147.6875,620
-20.3833,146.8058,1414,-20.3808,146.795,627
-20.3875,148.3883,1505,-20.4133,148.3742,528
-20.3917,147.3175,869,-20.3992,147.3217,522
-20.3917,146.33,1686,-20.3842,146.2958,541
-20.395,148.685,1003,-20.3883,148.6825,574
-20.3967,149.0317,826,-20.5992,149.1692,826
-20.3975,147.8608,1604,-20.4075,147.8667,581
-20.3975,147.6675,1053,-20.3892,147.6592,502
-20.4025,148.095,1437,-20.4058,148.0908,598
-20.4042,147.785,1433,-20.4075,147.7925,580
-20.4058,148.8317,1017,-20.4283,148.8325,840
-20.4092,147.3325,1181,-20.4075,147.3058,804
-20.4108,147.9167,1830,-20.4358,147.915,502
-20.4108,147.945,1669,-20.4217,147.9383,613
-20.4108,147.7058,1145,-20.4067,147.7283,617
-20.4142,147.1225,1788,-20.3667,147.1075,680
-20.4167,147.555,1131,-20.3992,147.555,593
-20.4175,148.7817,915,-20.4083,148.7867,774
-20.42,148.0808,1755,-20.4225,148.0958,820
-20.4225,148.7417,1414,-20.3742,148.7283,831
-20.4308,145.1175,2801,-20.405,145.0558,682
-20.4342,147.4383,1706,-20.4008,147.4425,1326
-20.4375,145.4333,1952,-20.41,145.3983,545
-20.4433,148.77,1299,-20.4467,148.7508,922
-20.4433,148.7208,1400,-20.4383,148.7242,515
-20.4433,147.4683,1184,-20.4342,147.465,597
-20.4475,149.0475,662,-20.6192,149.1775,662
-20.4483,145.1542,2680,-20.4567,145.12,528
-20.45,148.3892,1794,-20.4567,148.3867,840
-20.4517,149.0858,541,-20.4575,149.0842,512
-20.4633,148.86,1341,-20.495,148.8658,951
-20.4633,147.2467,1876,-20.4175,147.2275,613
-20.47,149.0833,1302,-20.6417,149.1967,1302
-20.47,148.1133,2106,-20.4767,148.125,706
-20.4708,149.1275,541,-20.6342,149.2125,541
-20.4725,148.8925,597,-20.4742,148.8825,525
-20.4767,147.3158,1489,-20.4925,147.3158,784
-20.485,147.9625,2201,-20.5192,148.0308,1004
-20.4908,148.3942,2513,-20.5242,148.365,2094
-20.4942,146.81,1624,-20.5058,146.7525,752
-20.4958,147.8083,1420,-20.4775,147.8083,577
-20.5025,147.8958,1958,-20.5017,147.9083,495
-20.5083,148.4125,1614,-20.5058,148.4017,699
-20.5092,147.3217,1453,-20.5583,147.3358,683
-20.5092,140.0875,1669,-20.5408,140.0375,708
-20.5108,145.3025,2175,-20.5058,145.2808,584
-20.5125,148.2842,2440,-20.5367,148.2767,859
-20.5125,149.06,787,-20.505,149.0692,738
-20.5158,148.3917,2132,-20.5092,148.3925,676
-20.5192,147.1133,1295,-20.4967,147.0917,597
-20.5217,147.8333,1591,-20.5125,147.8283,860
-20.5233,148.9008,1558,-20.3967,148.8183,1414
-20.5267,148.1775,1860,-20.5258,148.17,502
-20.5308,148.155,2624,-20.5592,148.0992,1109
-20.5342,148.4117,1863,-20.5258,148.4017,515
-20.5358,148.2942,2375,-20.5267,148.2875,538
-20.5375,147.1958,1706,-20.4925,147.2067,552
-20.5408,148.075,2634,-20.5683,148.1975,1165
-20.5425,146.4458,1640,-20.5058,146.39,646
-20.5525,148.2,2391,-20.5667,148.2308,643
-20.5542,148.2892,2601,-20.5983,148.3083,945
-20.5625,148.2742,2358,-20.5658,148.2908,590
-20.5633,148.3742,1594,-20.575,148.3758,755
-20.5658,147.2308,1095,-20.545,147.215,561
-20.5717,148.1267,2329,-20.5308,148.1267,617
-20.5742,148.5183,643,-20.5517,148.5067,506
-20.5817,147.5683,1046,-20.5742,147.5492,643
-20.5908,148.3833,2857,-20.6733,148.3733,1548
-20.5917,147.1867,954,-20.5858,147.165,518
-20.595,147.9075,1548,-20.59,147.9217,682
-20.5958,147.3342,1893,-20.5975,147.3417,588
-20.5975,148.48,971,-20.6025,148.4608,739
-20.6125,148.6325,738,-20.6208,148.6358,506
-20.6133,147.1508,1069,-20.6058,147.0892,528
-20.6175,148.1975,2273,-20.6367,148.2142,636
-20.6267,148.545,675,-20.6342,148.5308,511
-20.6283,148.33,2647,-20.6375,148.3442,535
-20.6392,148.665,1138,-20.6558,148.64,1024
-20.6408,117.7192,505,-20.4333,116.8583,505
-20.6467,148.3583,2673,-20.6033,148.3525,1174
-20.6525,148.2058,2312,-20.5917,148.2167,718
-20.6567,147.0067,1538,-20.6708,147.0275,955
-20.6567,147.5025,1138,-20.67,147.5025,509
-20.6583,148.3017,2404,-20.6533,148.3117,705
-20.6725,149.1833,833,-20.7333,149.2425,833
-20.6742,148.2725,2444,-20.6483,148.2742,919
-20.6758,149.1625,583,-20.7367,149.2325,583
-20.6792,120.2992,948,-20.6333,120.31,522
-20.6942,134.7083,2080,-21.4667,134.7758,729
-20.6942,148.5592,1056,-20.7058,148.5492,847
-20.6975,147.5558,1276,-20.7183,147.5525,525
-20.6975,148.0083,1663,-20.6775,148.0175,660
-20.7008,148.2725,2303,-20.6925,148.2692,552
-20.7025,148.4317,3248,-20.8025,148.5192,1418
-20.7025,147.1717,1423,-20.7858,147.1883,515
-20.7025,148.375,2644,-20.6967,148.3908,945
-20.7192,147.3508,1984,-21.265,147.8742,958
-20.7192,148.1042,1886,-20.7142,148.0967,561
-20.72,148.0892,1886,-20.6942,148.1058,860
-20.7442,148.3708,1561,-20.7467,148.3775,512
-20.745,148.4633,2956,-20.7167,148.4383,565
-20.7467,140.0242,1984,-20.76,139.9892,780
-20.7533,148.6408,941,-20.7917,148.6558,567
-20.7558,148.5583,1591,-20.7625,148.5375,1155
-20.76,148.7333,787,-20.7942,148.7358,617
-20.7625,147.59,1614,-20.765,147.5742,538
-20.7708,149.4008,623,-20.7833,149.3508,623
